	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000176204.L01	0	0	0	0.199096	0.200223	0.200656
ENSG00000176208.L01	1.40602	1.44669	1.8821	1.63966	1.68202	1.96608
ENSG00000176209.L01	27.6931	28.1075	28.1499	22.8133	23.1359	23.0473
ENSG00000176219	0	0	0	0	0	0
ENSG00000176222.L01	0.294813	0.300115	0.304623	0.154025	0.164809	0.1562
ENSG00000176225.L01	7.83784	7.21635	7.03652	10.3848	10.1223	8.35917
ENSG00000176230	0	0	0	0	0	0
ENSG00000176231	0	0	0	0	0	0
ENSG00000176236	0.40556	0.409376	0.410553	0.0502311	0.0505197	0.0506605
ENSG00000176239	0	0	0	0	0	0
ENSG00000176244.L01	0.267869	0.274228	0.276991	0.203626	0.207928	0.20917
ENSG00000176246	0	0	0	0	0	0
ENSG00000176248.L01	0	40.325	38.1153	0	57.0046	49.4106
ENSG00000176253	0.10247	0.104711	0.105573	0	0	0
ENSG00000176256.L01	0	0	0	0	0	0
ENSG00000176261.L01	33.7359	34.2381	34.4414	29.8611	30.3605	30.4263
ENSG00000176269	0	0	0	0	0	0
ENSG00000176273.L01	1.21329	1.23966	1.24443	1.32126	1.34396	1.34244
ENSG00000176274.L01	5.14361	5.18811	5.21121	8.22709	8.29267	8.31991
ENSG00000176281	0	0	0	0	0	0
ENSG00000176293.L01	0.0986161	0.0998654	0.100812	0	0	0
ENSG00000176294.L01	0.0953832	0.0966801	0.0971591	0	0	0
ENSG00000176299	0.0846833	0.0864044	0.0870448	0	0	0
ENSG00000176302.L01	0	0	0	0	0	0
ENSG00000176349.L01	0.288169	0.28761	0.288494	0.103752	0.103783	0.104827
ENSG00000176358.L01	2.25555	2.27789	1.56728	4.34498	4.38623	1.91036
ENSG00000176358.L02	0.365965	0.365206	0.366943	0.984189	0.984603	0.990258
ENSG00000176371.L01	6.93449	6.9765	7.01775	8.11895	8.07436	8.157
ENSG00000176371.L02	0.497793	0.492189	0.517635	1.31381	1.25269	1.26993
ENSG00000176381.L01	0	0	0	0	0	0
ENSG00000176386.L01	27.0161	23.6926	23.642	25.9965	24.2625	24.4603
ENSG00000176387.L01	0.0397196	0.0379664	0.0379809	0	0	0
ENSG00000176390	0.260437	0.262054	0.263918	0.593688	0.597987	0.602288
ENSG00000176390.L01	27.2216	0.351512	27.898	25.5611	0.343911	26.6227
ENSG00000176390.L02	0	0.675023	0	0	0.226164	0
ENSG00000176390.L03	0	27.7239	0	0	25.9718	0
ENSG00000176393.L01	23.9382	24.1109	24.1182	32.158	32.4935	32.4126
ENSG00000176395.L01	0	0	0	0	0	0
ENSG00000176396.L01	9.06069	9.12593	9.10522	6.96061	6.94961	6.90911
ENSG00000176399	0	0	0	0	0	0
ENSG00000176401	2.25894	2.27021	2.2662	1.74471	1.74501	1.74092
ENSG00000176401.L01	3.26474	3.2359	3.44251	2.17599	2.15593	1.75783
ENSG00000176402	0.0609995	0.0613348	0.0617256	0	0	0
ENSG00000176406.L01	0	0	0	0	0	0
ENSG00000176407.L01	37.105	38.4546	38.6283	51.5237	53.4285	53.8968
ENSG00000176410	7.24947	7.16928	7.12987	4.46595	4.4018	4.4073
ENSG00000176422	5.30162	5.35311	5.38805	6.33791	6.39567	6.45164
ENSG00000176428	0.980006	0.960894	0.959494	1.51583	1.48406	1.49093
ENSG00000176435	0	0	0	0	0	0
ENSG00000176438.L01	6.01542	5.89634	5.94266	8.09265	8.00126	8.73401
ENSG00000176444.L01	32.2175	32.5434	0	46.4301	47.0711	0
ENSG00000176454.L01	27.1957	27.1527	27.0233	31.7942	30.7832	34.2082
ENSG00000176463.L01	12.8439	13.0095	13.0407	24.7468	25.1814	25.4807
ENSG00000176472.L01	2.9122	2.14299	2.12644	2.20414	1.48238	1.48065
ENSG00000176473.L01	3.75535	3.76254	3.77627	3.31552	3.31459	3.33996
ENSG00000176476.L01	17.5803	17.4424	17.4145	22.5841	22.4839	22.5914
ENSG00000176485.L01	59.134	59.5569	59.2865	21.8646	21.9173	21.8706
ENSG00000176495	0	0	0	0	0	0
ENSG00000176515	0	0	0	0	0	0
ENSG00000176531.L01	4.53193	4.59901	6.47265	5.36425	4.61003	5.71364
ENSG00000176532.L01	0	0	0	0	0	0
ENSG00000176533.L01	0.0838954	0.0833701	0.0809714	0.145751	0.14469	0.141093
ENSG00000176540	0	0	0	0	0	0
ENSG00000176542	0	7.44169	7.52209	0	10.9182	11.016
ENSG00000176542.L01	7.25886	0	0	10.6654	0	0
ENSG00000176547	0	0	0	0	0	0
ENSG00000176555	0	0	0	0	0	0
ENSG00000176563.L01	1.02228	1.0469	1.05562	3.27091	3.34275	3.36312
ENSG00000176566	0	0	0	0	0	0
ENSG00000176567	0	0	0	0	0	0
ENSG00000176571.L01	0	0	0	0	0	0
ENSG00000176584.L01	0	0	0	0	0	0
ENSG00000176593.L01	0.858938	0.87083	0.87717	1.22885	1.23844	1.25018
ENSG00000176595	0.062295	0.0623255	0.0620563	0.192603	0.190856	0.190038
ENSG00000176597.L01	0.474473	0.480367	0.481304	0.397515	0.40379	0.406459
ENSG00000176601.L01	0.0250827	0.0256106	0.025839	0.0595293	0.0607419	0.0611236
ENSG00000176605.L01	0	0	0	0	0	0
ENSG00000176623.L01	1.13997	23.8531	2.14703	1.11982	21.4759	2.80357
ENSG00000176623.L02	23.6507	0	0.951079	21.5254	0	1.53747
ENSG00000176623.L03	0	0	23.6186	0	0	21.0647
ENSG00000176624.L01	65.9498	67.0831	67.5189	46.6581	47.5044	47.6125
ENSG00000176635.L01	0.0347224	0.035647	0.035917	0.145911	0.1491	0.149393
ENSG00000176641.L01	0.0246338	0.0251453	0.0252792	0.226395	0.231109	0.231499
ENSG00000176658.L01	1.67094	1.68524	1.69361	2.41656	2.42768	2.43253
ENSG00000176659.L01	3.25832	3.3434	3.22763	2.5665	2.58002	2.54216
ENSG00000176678.L01	0.17985	0.176205	0.174402	0	0	0
ENSG00000176679	0	0	0	0	0	0
ENSG00000176681.L01	0.550305	0.56131	0.566263	0.778564	0.793147	0.798892
ENSG00000176681.L02	0	0.69553	0.514542	0	0	0.169995
ENSG00000176692	0	0	0	0.0416967	0.0403678	0.040174
ENSG00000176695	0	0	0	0	0	0
ENSG00000176697.L01	0.0843886	0.0186893	0.134521	0.0497509	0.0230531	0.0776213
ENSG00000176697.L02	0.0183609	0	0.0187985	0.0226832	0	0.0230919
ENSG00000176700.L01	8.62423	8.6932	8.78682	10.1905	10.3148	10.4043
ENSG00000176714.L01	0.494456	0.506823	0.512516	0	0	0
ENSG00000176715.L01	19.2815	19.2942	19.0032	23.5493	23.5401	22.2363
ENSG00000176716	0	0	0	0	0	0
ENSG00000176720	1.99793	1.96926	1.9726	0.771712	0.761447	0.767604
ENSG00000176720.L01	0.136249	0.07077	0.0710345	0.44112	0.60571	0.615295
ENSG00000176723	0	0	0	0	0	0
ENSG00000176728.L01	0.602054	0.594329	0.588389	0.343439	0.47257	0.257676
ENSG00000176731.L01	58.9755	60.4418	60.615	51.7217	52.6837	53.1072
ENSG00000176732.L01	0.0725897	0.0724675	0.0723306	0.133219	0.132935	0.132278
ENSG00000176734	0.0327372	0.0326902	0.0326623	0.0159245	0.0157737	0.0158251
ENSG00000176742	0	0	0	0	0	0
ENSG00000176746	0	0	0	0	0	0
ENSG00000176749.L01	0	0	2.42587	0	0	1.09112
ENSG00000176753	0.819762	0.809227	0.804898	0.0999628	0.0994098	0.0998493
ENSG00000176769.L01	0.5504	0.480325	1.25946	0.654145	0.627344	0.626671
ENSG00000176771.L01	0	0	0	0	0	0
ENSG00000176774	0	0	0	0	0	0
ENSG00000176782	0	0	0	0	0	0
ENSG00000176783.L01	14.7249	14.8026	14.8538	13.0657	13.0124	13.3033
ENSG00000176787	0	0	0	0	0	0
ENSG00000176788	0	0	0	0	0	0
ENSG00000176797	0	0	0	0	0	0
ENSG00000176798	0	0	0	0	0	0
ENSG00000176809.L01	0.126334	0.485674	0.489081	1.58928	1.77998	1.79994
ENSG00000176809.L02	0.47832	0	0	1.75189	0	0
ENSG00000176826.L01	0	0	0	0	0	0
ENSG00000176834.L01	0.147012	0.147791	0.148838	0.109757	0.111004	0.111959
ENSG00000176842.L01	0.039356	0.0388806	0.0387023	0.109628	0.106467	0.105372
ENSG00000176845.L01	107.613	106.245	106.133	155.024	152.551	155.592
ENSG00000176853.L01	19.1436	20.2119	20.2791	40.5349	42.9493	43.0928
ENSG00000176871.L01	28.7925	28.9195	28.9384	21.3006	21.5145	21.6454
ENSG00000176879.L01	0	0	0	0	0	0
ENSG00000176884.L01	0	0	0	0	0	0
ENSG00000176890	2.59635	2.50183	2.60112	1.83144	1.85156	1.84978
ENSG00000176893.L01	0	0	0	0	0	0
ENSG00000176894.L01	0	0.595649	0	0	0.700273	0
ENSG00000176895	0	0	0	0	0	0
ENSG00000176896.L01	3.92606	4.37676	4.5353	4.14456	4.30015	4.45225
ENSG00000176900.L01	0	0	0	0	0	0
ENSG00000176903	24.5387	24.5316	24.5159	14.0963	14.0194	14.0329
ENSG00000176904.L01	0	0	0	0	0	0
ENSG00000176907	0	0	0	0	0	0
ENSG00000176909.L01	0.684981	0.679339	0.680658	0.618209	0.613938	0.621657
ENSG00000176912	0	0	0	0	0	0
ENSG00000176915.L01	41.8715	41.3365	49.865	53.2327	52.5119	71.549
ENSG00000176919.L01	5.34639	5.31613	5.32745	4.14567	4.12224	4.15821
ENSG00000176919.L02	0.41379	0.414434	0.416525	0.990599	0.99087	1.00485
ENSG00000176920.L01	0.146975	0.147579	0.131843	0.195066	0.196881	0.198049
ENSG00000176920.L02	0.859137	1.44565	2.04242	0.462015	0.498186	0.353106
ENSG00000176922.L01	0	0	0	0	0	0
ENSG00000176925	0	0	0	0	0	0
ENSG00000176927.L01	0.0989977	0.100902	0.101624	0.403061	0.414224	0.418762
ENSG00000176928.L01	0.788297	0	0.848863	0.131584	0	0.150869
ENSG00000176937.L01	0	0	0	0	0	0
ENSG00000176945.L01	9.04211	1.02259	9.03499	17.5635	2.68779	15.9273
ENSG00000176946.L01	18.5933	18.4563	18.4599	17.0029	16.8178	16.9767
ENSG00000176953.L01	44.7793	45.0546	45.4575	80.1171	82.1719	83.4837
ENSG00000176956.L01	0	0	0	0	0	0
ENSG00000176971	0	0	0	0	0	0
ENSG00000176974.L01	3.95973	3.9801	4.00306	5.72353	5.41344	5.47196
ENSG00000176978.L01	203.339	188.659	193.478	238.229	213.537	228.187
ENSG00000176979.L01	0	0	0	0	0	0
ENSG00000176984.L01	0	0	0	0	0	0
ENSG00000176986.L01	48.9973	49.5407	49.8553	88.797	88.9724	90.5531
ENSG00000176988.L01	0.0690966	0.0696844	0.0698021	0	0	0
ENSG00000177000.L01	15.7916	15.7591	16.5195	15.6386	15.6717	15.4811
ENSG00000177023	0	0	0	0	0	0
ENSG00000177025	0	0	0	0.0885174	0.0899519	0.0904445
ENSG00000177030.L01	13.2239	13.1654	13.0915	11.9979	11.9798	11.8557
ENSG00000177034.L01	7.86073	8.0853	8.16476	14.2809	14.6145	14.4093
ENSG00000177042.L01	16.9709	18.4227	17.0435	16.6973	17.0263	16.8458
ENSG00000177045.L01	1.05344	1.0339	1.03327	0.45417	0.457773	0.460902
ENSG00000177047	0	0	0	0	0	0
ENSG00000177051.L01	8.31453	8.27872	9.09435	8.8137	8.67406	9.44345
ENSG00000177054.L01	10.0356	10.6481	10.2806	13.191	14.8374	12.7879
ENSG00000177058.L01	11.3118	13.2786	13.2998	11.1953	12.2001	12.3983
ENSG00000177076.L01	1.29348	1.30999	0	0.79107	0.517502	0
ENSG00000177082.L01	14.417	14.7278	14.1552	14.3389	15.0225	14.7387
ENSG00000177084.L01	13.0119	13.0955	12.4664	20.5893	19.4718	19.0195
ENSG00000177096.L01	1.99733	1.92488	1.93248	1.726	1.70493	1.71965
ENSG00000177098.L01	0	0	0	0	0	0
ENSG00000177103.L01	0	0	0	0	0	0
ENSG00000177105	86.7715	86.4714	86.6813	100.707	100.517	101.381
ENSG00000177106.L01	5.9352	5.9204	5.92423	2.92353	2.90045	2.92517
ENSG00000177108.L01	0	0	0	0	0	0
ENSG00000177119.L01	11.4403	11.6635	11.7419	14.6778	14.9513	15.029
ENSG00000177125.L01	3.9007	3.96323	3.97819	5.2468	5.44557	5.16665
ENSG00000177138.L01	0.169282	0.173172	0.174557	0.137966	0.141508	0.142144
ENSG00000177143	0	0	0	0	0	0
ENSG00000177150.L01	4.29686	4.36229	4.37677	4.03436	4.09764	4.0968
ENSG00000177151	0	0	0	0	0	0
ENSG00000177156.L01	31.4782	31.4421	31.4747	25.8773	25.8285	25.9185
ENSG00000177169.L01	14.0984	13.9526	13.3943	24.188	23.7064	21.9989
ENSG00000177174	0	0	0	0	0	0
ENSG00000177181.L01	0.0864337	0.0858263	0.0854078	0	0	0
ENSG00000177182.L01	0.143708	0.145774	0.146421	0	0	0
ENSG00000177186	0	0	0	0	0	0
ENSG00000177189.L01	30.9145	30.4145	30.6502	37.6797	38.28	38.4188
ENSG00000177191.L01	1.20304	1.19165	1.18875	0.570697	0.566745	0.572162
ENSG00000177192.L01	14.3431	14.2284	12.4486	15.3145	15.1794	14.1346
ENSG00000177200.L01	16.0008	15.9619	16.2191	16.2647	17.9164	17.3057
ENSG00000177201	0	0	0	0	0	0
ENSG00000177202	0	0	0	0.0694239	0.0690559	0.0694906
ENSG00000177212	0	0	0	0	0	0
ENSG00000177225.L01	16.2767	15.1936	15.6113	18.9929	17.5514	18.7742
ENSG00000177234	0	0	0	0	0	0
ENSG00000177238	0	0	0	0.0612561	0.0601396	0.0602274
ENSG00000177239.L01	32.4403	32.4551	32.4181	51.8754	52.5236	53.026
ENSG00000177243	0	0	0	0	0	0
ENSG00000177257	0	0	0	0	0	0
ENSG00000177272.L01	23.9913	24.0522	24.0271	30.5326	30.3977	30.4571
ENSG00000177275	0	0	0	0	0	0
ENSG00000177283	0.411957	0.407114	0.403636	0.0562327	0.0551699	0.0549167
ENSG00000177291	0	0	0	0	0	0
ENSG00000177294.L01	0.345156	0.345419	0.348505	0.111521	0.113297	0.114574
ENSG00000177300	0.51464	0.526733	0.531051	0	0	0
ENSG00000177301.L01	0.235025	0.237182	0.239573	0.108784	0.109179	0.110006
ENSG00000177302.L01	9.0534	10.0489	10.0994	16.8431	16.8163	16.8959
ENSG00000177303.L01	0.248537	0.246664	0.249912	0.286424	0.285189	0.287747
ENSG00000177311.L01	53.3099	53.8927	51.7478	62.3082	53.8835	53.9742
ENSG00000177324.L01	0	0	0	0	0	0
ENSG00000177335.L01	0.273236	0.273216	0.27516	1.02427	1.0271	1.03495
ENSG00000177340	0.0980712	0.0962573	0.0950792	0.519497	0.507212	0.504611
ENSG00000177350	0	0	0	0	0	0
ENSG00000177352.L01	7.59775	7.56969	7.46018	9.24955	9.21091	9.31206
ENSG00000177354.L01	0	0	0	0	0	0
ENSG00000177359.L01	0.235808	0.240928	0.242705	0.358434	0.366365	0.332892
ENSG00000177363	0	0	0	0.0277856	0.0276125	0.0277615
ENSG00000177370.L01	13.9146	14.2144	14.2303	17.1741	17.2307	17.2383
ENSG00000177374.L01	6.14725	6.01323	5.95767	1.69651	1.64536	1.64004
ENSG00000177380.L01	3.03371	2.98952	2.97736	3.11692	3.1936	2.89639
ENSG00000177383	7.55412	7.52733	7.5127	7.68812	7.63691	7.61748
ENSG00000177398.L01	0.231788	0.233547	0.235098	0	0	0
ENSG00000177414	0	0	0	0	0	0
ENSG00000177425.L01	0.00992492	0.0110269	0.0104442	0.359353	0.367767	0.366889
ENSG00000177426.L01	19.8577	19.9916	20.1963	19.4841	19.6008	19.7247
ENSG00000177427.L01	4.79334	4.74876	4.76445	5.68686	5.61938	5.65484
ENSG00000177432	10.4657	10.5566	10.6076	6.78145	6.81718	6.83558
ENSG00000177455.L01	0	0	0	0	0	0
ENSG00000177459	0.0300388	0.0303576	0.0305918	0	0	0
ENSG00000177462	0	0	0	0	0	0
ENSG00000177463.L01	25.4744	25.7031	21.7637	39.4232	39.8272	35.3059
ENSG00000177463.L02	44.4183	45.6106	45.924	39.8116	40.669	40.8303
ENSG00000177465.L01	4.58434	4.62572	4.64176	2.78678	2.7979	2.8435
ENSG00000177468	0	0	0	0	0	0
ENSG00000177469	0	0	0	0	0	0
ENSG00000177476	0	0	0	0	0	0
ENSG00000177479.L01	82.2331	82.5161	84.2956	94.3918	94.232	96.5537
ENSG00000177485.L01	11.9407	12.3338	12.407	10.3209	10.5568	10.5671
ENSG00000177489	0	0	0	0	0	0
ENSG00000177494	0	0	1.36224	0	0	2.91539
ENSG00000177494.L01	1.36927	1.38406	0	3.04773	3.08167	0
ENSG00000177504	0	0	0	0	0	0
ENSG00000177504.L01	0.318903	0	0	0.25896	0	0
ENSG00000177508.L01	0	0	0	0	0	0
ENSG00000177511.L01	0	0	0	0	0	0
ENSG00000177519	0	0	0	0	0	0
ENSG00000177535	0	0	0	0	0	0
ENSG00000177542.L01	16.6162	16.453	16.8258	13.0086	12.9147	12.6656
ENSG00000177548.L01	16.9713	16.8041	15.5785	22.4442	21.3796	18.5308
ENSG00000177551.L01	0	0	0	0	0	0
ENSG00000177556.L01	24.2553	24.2801	23.6301	17.2893	17.4211	16.5968
ENSG00000177558	0	0	0	0	0	0
ENSG00000177565.L01	18.0736	17.906	19.7768	22.6733	22.5799	28.4368
ENSG00000177570.L01	0.0160565	0.0164467	0.0166145	0.0496076	0.0507266	0.0510252
ENSG00000177595.L01	16.3934	16.203	16.1787	23.9269	23.6517	23.8677
ENSG00000177596	0.0274863	0.0277978	0.0280315	0.029037	0.0293188	0.0296122
ENSG00000177599.L01	0.352544	0.376002	0.417022	0.327589	0.327639	0.591085
ENSG00000177600.L01	2183.31	2154.87	2127.55	1438.07	1423.35	1411.97
ENSG00000177602	0	0.130696	0.131097	0	0.180264	0.181219
ENSG00000177602.L01	0.130273	0	0	0.180429	0	0
ENSG00000177606	0	1494.12	1488.34	0	499.605	499.422
ENSG00000177606.L01	1501.39	0	0	505.657	0	0
ENSG00000177613.L01	18.5206	18.8113	18.9449	17.1907	17.4529	17.5776
ENSG00000177614.L01	0.039545	0.0397378	0.0397203	0	0	0
ENSG00000177627.L01	0	0	0	0	0	0
ENSG00000177628.L01	20.0963	20.2518	20.3987	16.9824	17.1205	17.3273
ENSG00000177646.L01	12.7149	12.6844	12.7146	18.9983	18.9996	19.0474
ENSG00000177663.L01	7.18473	7.13432	7.33879	10.1209	9.97258	10.8439
ENSG00000177666.L01	50.5303	51.8642	50.3023	50.3368	49.8994	50.7993
ENSG00000177669	1.58566	1.60127	1.61401	1.71401	1.73167	1.7545
ENSG00000177669.L01	0.431008	0.335412	1.46579	0.58015	0.485475	1.58353
ENSG00000177669.L02	0.210675	0.186926	0.260801	0.191645	0.168648	0.493807
ENSG00000177669.L03	0	0	0.316451	0	0	0
ENSG00000177669.L04	0	0	0	0	0	0.367699
ENSG00000177673	0	0	0	0	0	0
ENSG00000177674.L01	74.4958	75.9713	76.8131	31.7292	32.78	33.1613
ENSG00000177679.L01	0	0	0	0	0	0
ENSG00000177684	0	0	0	0	0	0
ENSG00000177685.L01	3.33988	3.29856	4.07891	2.56942	2.55535	2.76346
ENSG00000177688	0.655214	0.669932	0.675911	0.416475	0.42574	0.427563
ENSG00000177689	0	0	0	0	0	0
ENSG00000177692	0.0957654	0.0980644	0.0988465	0.191015	0.195367	0.195587
ENSG00000177693	0	0	0	0	0	0
ENSG00000177694.L01	0	0	0	0.194173	0.198706	0.197809
ENSG00000177697.L01	25.2981	25.2767	25.4228	21.6713	21.6976	21.8576
ENSG00000177700	72.0359	71.5073	71.4067	37.6598	37.5351	37.6423
ENSG00000177706.L01	0.0291701	0.0289146	0.028922	0.138502	0.137198	0.137915
ENSG00000177707.L01	0.811503	0.834297	0.853516	1.30308	1.32773	1.31987
ENSG00000177710	0.223765	0.223887	0.224671	0.214062	0.214159	0.216338
ENSG00000177721	0	0	35.3182	0	0	32.796
ENSG00000177721.L01	36.833	37.1393	0	33.9992	34.1284	0
ENSG00000177728.L01	53.5505	51.9106	52.6998	69.5062	66.2356	68.4935
ENSG00000177731.L01	73.4656	78.8973	73.2941	105.263	112.669	112.632
ENSG00000177732.L01	4.91929	4.81234	4.77323	5.51261	5.37041	5.36222
ENSG00000177733	0	0	114.438	0	0	101.521
ENSG00000177733.L01	114.256	114.814	0	102.123	101.814	0
ENSG00000177738	4.30758	4.31872	4.31468	2.72463	2.72119	2.72136
ENSG00000177738.L01	0	0	3.64524	0	0	5.65005
ENSG00000177752.L01	0	0	0	0	0	0
ENSG00000177764.L01	10.9138	10.8966	10.9121	9.15482	9.03458	9.03531
ENSG00000177788	0	0	0	0.506674	0.507538	0.503021
ENSG00000177791	0	0	0	0	0	0
ENSG00000177800	0	0	0	0	0	0
ENSG00000177822.L01	0	0	0	0	0	0
ENSG00000177830.L01	16.9533	16.9399	16.9684	15.4322	15.6283	15.8553
ENSG00000177842.L01	0	1.10867	1.10785	0	1.17229	1.26258
ENSG00000177853.L01	8.00995	8.3774	8.32757	4.28541	4.46855	4.41835
ENSG00000177854.L01	4.16764	4.16061	4.1571	2.29007	2.27755	2.26617
ENSG00000177868.L01	15.4196	14.5903	14.7253	10.5822	9.79239	9.86931
ENSG00000177873.L01	0	3.43482	3.51363	0	4.21035	4.24785
ENSG00000177875	3.4423	3.41111	3.4038	0.0879655	0.0868247	0.0871619
ENSG00000177879.L01	28.0195	28.8934	29.1819	24.4893	25.2623	25.3048
ENSG00000177885.L01	65.4164	66.2678	65.6048	59.7521	59.8306	60.3544
ENSG00000177888.L01	2.92342	3.13946	3.36963	4.69706	4.84024	5.02215
ENSG00000177889.L01	47.9167	48.6332	49.0374	44.6953	45.3769	45.6654
ENSG00000177917.L01	12.1761	12.5162	12.6044	9.28238	9.51493	9.55542
ENSG00000177932.L01	2.43684	2.49501	2.52672	3.61232	3.68537	3.73252
ENSG00000177932.L02	5.50539	5.55316	5.65589	8.14476	8.25339	8.3748
ENSG00000177938	0	0	0	0	0	0
ENSG00000177946	0.924095	0.930227	0.934131	1.20295	1.20832	1.21463
ENSG00000177947.L01	0.049857	0.049818	0.0502496	0.0437587	0.0437086	0.044117
ENSG00000177951.L01	22.6606	22.7232	22.8648	36.9788	37.1278	37.5528
ENSG00000177954.L01	13389.4	13484	13533.7	11465	11634.2	11632
ENSG00000177963.L01	57.7663	58.3729	56.8541	101.275	103.966	97.9248
ENSG00000177971.L01	40.175	40.0965	39.7966	29.614	29.4288	29.3088
ENSG00000177981.L01	28.059	29.2661	29.4353	42.5485	46.4713	46.7578
ENSG00000177984	0	0	0	0	0	0
ENSG00000177990.L01	0	0	0	0.277796	0.282917	0.280479
ENSG00000177992	0	0	0	0	0	0
ENSG00000177993	0	0	0	0	0	0
ENSG00000177994.L01	0	0	0	0	0	0
ENSG00000178015	0.053436	0.0524721	0.0518393	0.278343	0.271025	0.269075
ENSG00000178021	0.0439098	0.0443284	0.0445986	0.0714065	0.0719565	0.0724519
ENSG00000178026.L01	1.02463	1.02124	1.00051	0.26785	0.266406	0.270415
ENSG00000178028.L01	30.7804	27.7657	28.2727	43.8677	38.6194	41.6221
ENSG00000178031.L01	0	0	0	0	0	0
ENSG00000178033	0	0	0	0	0	0
ENSG00000178035.L01	38.0745	42.3985	44.9575	44.407	48.2161	49.6022
ENSG00000178038.L01	0.025783	0.025782	0.0262074	0.293572	0.251108	0.276765
ENSG00000178053.L01	1.83652	1.8766	1.88984	1.31227	1.33844	1.33357
ENSG00000178055.L01	0	0	0	0	0	0
ENSG00000178057	37.2424	37.0376	37.2726	19.7366	19.6208	19.795
ENSG00000178074.L01	1.92172	1.97733	1.95817	3.7276	3.87102	3.92229
ENSG00000178075.L01	0.0678803	0.0833089	0.0883723	0.468544	0.479843	0.481142
ENSG00000178078.L01	0.451417	0.453603	0.454457	0.425907	0.427039	0.428927
ENSG00000178081.L01	0	0	0	0.386091	0.395739	0.397211
ENSG00000178084	0	0	0	0	0	0
ENSG00000178093	2.61403	2.55744	2.51522	2.46534	2.40794	2.39048
ENSG00000178096.L01	6.21516	6.12551	6.07278	5.49122	5.37707	5.38264
ENSG00000178104.L01	14.179	14.4786	14.7634	17.2966	17.3379	17.7187
ENSG00000178105.L01	9.30301	9.52084	9.55986	6.88385	6.96956	6.98171
ENSG00000178115.L01	0.313759	0.314066	0.317513	0.141254	0.141374	0.142952
ENSG00000178149.L01	21.0171	21.0236	21.1701	22.6792	22.833	23.128
ENSG00000178150.L01	0	0	0	0	0	0
ENSG00000178150.L02	0.376198	0.719359	0.320954	0.679712	0.156103	0.889853
ENSG00000178150.L03	0.162678	0	0	0.758673	0.688334	0
ENSG00000178150.L04	0	0.262311	0	0	0.723664	0
ENSG00000178163.L01	5.36856	5.5402	5.54377	5.3221	5.98356	5.61484
ENSG00000178171.L01	0	0	0	0	0	0
ENSG00000178172.L01	0	0	0	0	0	0
ENSG00000178175.L01	0	0	0	0	0	0
ENSG00000178177.L01	6.91997	6.91778	7.03024	6.43603	6.52777	5.76063
ENSG00000178184	0	0	0.532044	0	0	0.603648
ENSG00000178184.L01	0.131871	0.130326	1.23757	0.184092	0.181211	1.34543
ENSG00000178184.L02	0.526356	0.614342	0	0.798651	0.950919	0
ENSG00000178187.L01	0.0270769	0.0275535	0.0277016	0.0318519	0.0322383	0.0324641
ENSG00000178188.L01	41.528	41.0937	40.8665	50.8409	50.4835	51.2641
ENSG00000178199.L01	8.07238	6.92088	6.74003	19.0939	17.4612	15.7683
ENSG00000178202.L01	7.98501	8.26718	8.33798	6.24081	6.33413	6.36678
ENSG00000178209.L01	46.4388	44.3985	52.7985	31.3189	30.1437	33.8837
ENSG00000178217.L01	0.0163638	0.0165012	0.016626	0.0746748	0.0764227	0.0768305
ENSG00000178222.L01	1.10297	1.1067	1.10541	0.293709	0.293703	0.29354
ENSG00000178226.L01	1.94205	1.93849	1.94127	1.98793	1.97853	1.99135
ENSG00000178229.L01	1.32554	1.33993	1.34801	1.28878	1.30516	1.311
ENSG00000178233.L01	1.76549	2.90947	2.90998	3.94463	2.34245	2.36281
ENSG00000178234.L01	37.282	37.7108	35.6257	32.5934	33.0075	32.1878
ENSG00000178235	0	0	0	0	0	0
ENSG00000178243	0	0	0	0	0	0
ENSG00000178257	0	0	0	0	0	0
ENSG00000178279	0.100196	0.100902	0.10082	0	0	0
ENSG00000178287.L01	0	0	0	0	0	0
ENSG00000178295.L01	3.93697	3.90868	3.89824	3.40321	3.21354	3.25327
ENSG00000178297.L01	0.107086	0.105809	0.105505	0.223001	0.220732	0.221607
ENSG00000178301	0.575153	0.582161	0.583457	0.693887	0.697451	0.698805
ENSG00000178301.L01	0	0.193295	0	0	0.46166	0
ENSG00000178301.L02	0	0	0	0	0.401933	0
ENSG00000178301.L03	0	0	0	0	0.273878	0
ENSG00000178301.L04	0	0	0	0	0.320289	0
ENSG00000178301.L05	0	0.0730416	0	0	0.502624	0
ENSG00000178301.L06	0	0.11628	0	0	0.14378	0
ENSG00000178301.L07	0	0.333675	0	0	0.79295	0
ENSG00000178307.L01	10.6107	10.6544	10.6957	9.85599	9.88825	9.95154
ENSG00000178338.L01	4.87501	4.77622	5.49515	5.99983	6.57016	8.38627
ENSG00000178342	0	0	0	0	0	0
ENSG00000178343	0	0	0	0	0	0
ENSG00000178358	0	0	0	0	0	0
ENSG00000178363	0	0	0	0	0	0
ENSG00000178372	0	0	0	0	0	0
ENSG00000178381.L01	2.01029	2.03554	2.06712	0.797832	0.810336	0.855972
ENSG00000178381.L02	104.797	124.569	115.206	52.7541	59.2906	57.1096
ENSG00000178385.L01	6.10381	6.96967	5.76121	5.5624	6.6216	5.36738
ENSG00000178394.L01	0	0	0	0	0	0
